cnit           ; lib_mrq_doss             ; lib_mod_doss             ; energ; hybride; typ_boite_nb_rapp; puiss_admin; puiss_max; masse_ordma_min; masse_ordma_max; conso_mixte; co2_mixte
M10MCDVPPS2R249; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2R284; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2R285; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2R309; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2R310; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2R345; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2R346; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2S250; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2S286; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2S311; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2S347; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2T251; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2T287; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2T312; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2T348; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2U252; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2U288; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2235;            2235;         6.7;     177.0
M10MCDVPPS2U313; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2U349; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2V217; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2V253; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2V289; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2V314; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2V350; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2W218; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2W254; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2W290; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2120;            2120;         6.0;     157.0
M10MCDVPPS2W315; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2W351; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2X219; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2X255; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2X316; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2X352; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2145;            2145;         6.0;     157.0
M10MCDVPPS2Y220; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2Y256; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2Y317; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2Y353; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2Z221; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2Z257; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2185;            2185;         6.6;     174.0
M10MCDVPPS2Z318; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS2Z354; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2170;            2170;         6.0;     157.0
M10MCDVPPS34067; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS35068; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS36069; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS37070; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS38071; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS39072; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS3B099; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3C100; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3D101; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3E102; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3G043; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS3G079; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3H044; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS3H080; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3J045; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS3J046; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2502;            2502;         6.7;     177.0
M10MCDVPPS3J081; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3J082; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
M10MCDVPPS3J107; MERCEDES BENZ            ; CLASSE V                 ; GO   ; non    ; A 7              ;          11;     140.0;            2437;            2437;         6.1;     159.0
